"link href","picture src","common-text","common-text 2","common-text 3","common-text 4","common-text 5","common-text 6","common-text 7","common-text 8","common-text 9","common-text 10","common-text 11","common-text 12","common-text 13","common-text 14","common-text 15","common-text 17","common-text 19"
"https://auto.ria.com/uk/auto_zaz_1103-slavuta_35297918.html","https://cdn3.riastatic.com/photosnew/auto/photo/_1103-slavuta__516798273fx.jpg","","CB 4643 AO","ЗАЗ 1103 Славута 2007","I покоління  •  1.2 MT (62 к.с.)  •  Base","1 200 $","· 53 148 грн","102 тис. км","Ручна / Механіка","Бензин, 1.2 л","Чернігів","Торг","","День добрый!!!
Продам ЗАЗ СЛАВУТА 2007 г., авто в хорошем состоянии, полностью обслуженное, ходовая перебранная, есть магнитола и комплект зимней резины на дисках.
По кузову есть моменты на порогах.
Торг 
За деталями обращайтесь по телефону","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_nissan_leaf_35432621.html","https://cdn3.riastatic.com/photosnew/auto/photo/_leaf__520337158fx.jpg","Перевірений VIN","BK 2675 YA","Nissan Leaf 2014","I покоління (FL)  •  24 kWh (107 к.с.)  •  Tekna","9 500 $","· 420 755 грн","90 тис. км","150 км","Електро, 24 кВт-год","Рівне (Рівненська)","Доступний кредит","Обмін","Машина в хорошому стані.
Все працює.
Проїжджає до 150 км на одному заряді.
12 поділок з 12.
Батарея в хорошому стані.
Сів і поїхав!!!
Можливий обмін на електромобіль з більш потужнішою батареєю з моєю доплатою.","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_nissan_leaf_35392207.html","https://cdn4.riastatic.com/photosnew/auto/photo/_leaf__519295009fx.jpg","Перевірений VIN","AE 1296 YA","Nissan Leaf 2016","I покоління (FL)  •  30 kWh (110 к.с.)","6 400 $","· 283 456 грн","110 тис. км","Не вказано","Електро, 30 кВт-год","Дніпро (Дніпропетровськ)","Доступний кредит","","2016 рік випуску -
- 150 км запас ходу -
- Електро/автомат -
- 113 тис км пробігу -
- Технічно вся обслужена -
- Монітор/навігація/камера
- Безключовий доступ -
- Підігрів сидіння -
- Круїз контроль -
- Електронна приладка -
- порт швидкої зарядки Chademo","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_chery_tiggo-2_35297778.html","https://cdn2.riastatic.com/photosnew/auto/photo/_tiggo-2__516797012fx.jpg","Перевірений VIN","KA 6983 KC","Chery Tiggo 2 2020","1.5 MT (106 к.с.)  •  Classic","7 850 $","· 347 677 грн","117 тис. км","Ручна / Механіка","Бензин, 1.5 л","Київ","Вперше на AUTO.RIA","Доступний кредит","","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_bmw_x1_35311863.html","https://cdn1.riastatic.com/photosnew/auto/photo/_x1__517224986fx.jpg","Перевірений VIN","BO 5556 AT","BMW X1 2017","F48  •  18d MT (150 к.с.) sDrive  •  Base","21 000 $","· 930 090 грн","198 тис. км","Автомат","Дизель, 2 л","Тернопіль","Доступний кредит","Торг","Авто в хорошому стані , все обслуговувалося вчасно. Технічно все справно. Оригінальний пробіг. Комплектація М спорт.
Відповім на питання по телефону.","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_gmc_acadia_35297774.html","https://cdn4.riastatic.com/photosnew/auto/photo/_acadia__570717724fx.jpg","Перевірений VIN","AM 4114 CT","GMC Acadia 2017","","18 600 $","· 823 794 грн","190 тис. км","Автомат","Бензин, 3.65 л","Тернопіль","Вперше на AUTO.RIA","Готовий до перевірок","Топова комплектація, відмінний стан, перший власник в Україні.
ДТП в штатах - дотичний удар по задній дверці, вмятина капоту.
 Ремонт - заміна дверки в зборі, фарбування дверки і капоту.
Вінілова бронеплівка, низькопрофільні диски, лед-світло «білінз»
В подарунок 4 рідних диски плюс 2 комплекти гуми - зима низький профіль і літо - стоковий.
Два люки, шкіряний салон","20 хвилин тому","Доступний кредит","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_chevrolet_aveo_35297905.html","https://cdn0.riastatic.com/photosnew/auto/photo/_aveo__516800435fx.jpg","Перевірений VIN","","Chevrolet Aveo 2014","T300  •  1.4 MT (100 к.с.)  •  Base","8 000 $","· 354 320 грн","70 тис. км","Ручна / Механіка","Газ/Бензин, 1.4 л","Первомайський","Доступний кредит","","Прилагается комплект летней резины на дисках.","20 хвилин тому","","",""
"https://auto.ria.com/uk/auto_volkswagen_jetta_35107771.html","https://cdn3.riastatic.com/photosnew/auto/photo/_jetta__512234473fx.jpg","Перевірений VIN","AX 4989 KH","Volkswagen Jetta 2013","VI покоління","10 500 $","· 465 045 грн","300 тис. км","Ручна / Механіка","Бензин, 1.98 л","Харків","Вперше на AUTO.RIA","Доступний кредит","Авто в дуже гарному стані, пробіг рідний, приїхала з Америки, на повному бойовому ходу, ніяких вкладень не потребує, встановлено ГБО, інші питання за номером, торг біля капоту.","20 хвилин тому","Торг","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_hyundai_santa-fe_35255068.html","https://cdn0.riastatic.com/photosnew/auto/photo/_santa-fe__515694755fx.jpg","Перевірений VIN","AE 1644 IT","Hyundai Santa FE 2014","III покоління  •  2.4 AT (176 к.с.) 4WD","11 500 $","· 509 335 грн","280 тис. км","Автомат","Бензин, 2.36 л","Дніпро (Дніпропетровськ)","Доступний кредит","","Hyundai Santa Fe Sport, рік випуску 2014.
Хороший стан.
Комплект зимової гуми .
Один власник з 18 року","20 хвилин тому","","","Був в ДТП"
"https://auto.ria.com/uk/auto_volkswagen_vento_35275568.html","https://cdn2.riastatic.com/photosnew/auto/photo/_vento__516248337fx.jpg","Перевірений VIN","BO 3720 CK","Volkswagen Vento 1993","I покоління","2 300 $","· 101 867 грн","190 тис. км","Ручна / Механіка","Газ/Бензин, 1.8 л","Бучач","Доступний кредит","Торг","2200 завтра забрати","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_geely_ck_35297626.html","https://cdn0.riastatic.com/photosnew/auto/photo/_ck__516792340fx.jpg","","","Geely CK 2008","","1 800 $","· 79 722 грн","100 тис. км","Ручна / Механіка","Бензин, 1.5 л","Черкаси","","","автомобіль  на ходу потребує сварочних робіт (пороги, задні арки).","20 хвилин тому","","",""
"https://auto.ria.com/uk/auto_ford_fusion_35107630.html","https://cdn4.riastatic.com/photosnew/auto/photo/_fusion__521981834fx.jpg","Перевірений VIN","AB 6393 EC","Ford Fusion 2013","","10 600 $","· 469 474 грн","145 тис. км","Автомат","Газ/Бензин, 2.5 л","Жмеринка","Доступний кредит","","Продаємо власний автомобіль. Перший власник в Україні. Купували автомобіль для себе у користуванні майже 4 роки. Доглянута сімейна машинка.. Все працює, кожна кнопочка. Двигун 2.5, газ/бензин., 2х зонний клімат, автосвітло, блютуз, гарна музика, передні сидіння з електро регулюванням, Все є для комфорту на кожен день. Гаражне зберігання.Продаж с повним переоформленням. Без обмінів. Можливий невеликий торг біла капоту. За додатковою інформацією дзвоніть.","20 хвилин тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_alfa-romeo_156_35110645.html","https://cdn2.riastatic.com/photosnew/auto/photo/_156__512293902fx.jpg","Перевірений VIN","KA 0442 AO","Alfa Romeo 156 2001","I покоління","3 200 $","· 141 728 грн","180 тис. км","Ручна / Механіка","Газ/Бензин, 1.97 л","Київ","Готовий до перевірок","Доступний кредит","Проведено повне технічне обслуговування, в машині не курили, на повному ходу, їде бадьоро.
Відповідаю в WhatsApp та Telegram.","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2114-samara_35107663.html","https://cdn3.riastatic.com/photosnew/auto/photo/_2114-samara__512232498fx.jpg","Перевірений VIN","BT 7108 CP","ВАЗ / Lada 2114 Samara 2007","I поколiння","2 600 $","· 115 154 грн","200 тис. км","Ручна / Механіка","Бензин, 1.6 л","Херсон","Доступний кредит","","Кап ремонт двыгуна передня резина нова","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_audi_a4_35107555.html","https://cdn3.riastatic.com/photosnew/auto/photo/_a4__512225078fx.jpg","Перевірений VIN","AO 8550 HP","Audi A4 2011","B8/8K  •  2.0 TFSI АТ (211 к.с.)","12 500 $","· 553 625 грн","166 тис. км","Ручна / Механіка","Бензин, 1.98 л","Мукачево","Вперше на AUTO.RIA","Доступний кредит","Продам авто в хорошому стані","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2108_35107650.html","https://cdn3.riastatic.com/photosnew/auto/photo/_2108__512231748fx.jpg","Перевірений VIN","BC 8856 PE","ВАЗ / Lada 2108 1990","","1 350 $","· 59 792 грн","100 тис. км","Ручна / Механіка","Газ/Бензин, 1.5 л","Івано-Франківськ","Торг","","авто у гарному стані є газ сигналізація нові колеса новий акумулятор","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_toyota_corolla_35048797.html","https://cdn0.riastatic.com/photosnew/auto/photo/_corolla__510701120fx.jpg","Перевірений VIN","AI 4968 OP","Toyota Corolla 2005","IX покоління (FL)","5 000 $","· 221 450 грн","95 тис. км","Ручна / Механіка","Бензин, 1.4 л","Житомир","Вперше на AUTO.RIA","Доступний кредит","Продам свою машину, їздила на ній рік.
Рік тому приїхала з Німеччини,
У машині все рідне, яке буде служити ще довго
Друга машина в сім'ї, продаю через купівлю нового автомобіля!
Хто шукає варіант машини без вкладень, цей варіант для Вас!)
Мала дуже маневрена, зручна та економна для міста машина.
По всім питанням пишіть чи набирайте по номеру","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2109_35107506.html","https://cdn0.riastatic.com/photosnew/auto/photo/_2109__512227170fx.jpg","Перевірений VIN","BH 0883 PB","ВАЗ / Lada 2109 1997","I покоління (FL)/Спутник","2 300 $","· 101 867 грн","200 тис. км","Не вказано","Бензин, 1.5 л","Ізмаїл","Вперше на AUTO.RIA","Доступний кредит","Авто на полном ходу, была замена масла в коробке, новый акум , недавно замена полной ходовой, неделя новых стоек - опор, замена прокладки головки, ремень грм, помпа, термостат, стоит всё новое, резина 50% зима, салончик ухоженный , музыка в хорошем состоянии , мотор очень бодрый, сел и поехал. Торг уместен!!!","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_renault_trafic_35107566.html","https://cdn0.riastatic.com/photosnew/auto/photo/_trafic__512229700fx.jpg","Перевірений VIN","AA 1434 MC","Renault Trafic 2006","II покоління","6 750 $","· 298 958 грн","257 тис. км","Ручна / Механіка","Дизель","Бровари","Доступний кредит","Торг","Продаю своє авто один власник в Україні 
В 2012 приганявся с Германії 
Всі питання по телфону","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_opel_omega_39610088.html","https://cdn2.riastatic.com/photosnew/auto/photo/_omega__635064527fx.jpg","Перевірений VIN","DI 1422 AE","Opel Omega 1999","","2 300 $","· 101 867 грн","313 тис. км","Автомат","Дизель, 2.5 л","Луцьк","Доступний кредит","","Продам Opel omega b 1999 року 
На свої роки не гнила двигун 2.5 тдс м51 такий як стояв на бмв, АКПП, тонована, замінений цеп грм, масло та фільтра, дійсна страховка до кінця року, з документами порядок.Торг біля авто.","20 хвилин тому","","",""
"https://auto.ria.com/uk/auto_lincoln_town-car_34925973.html","https://cdn4.riastatic.com/photosnew/auto/photo/_town-car__507449024fx.jpg","Перевірений VIN","BH 7381 CT","Lincoln Town Car 1998","III покоління","4 900 $","· 217 021 грн","210 тис. км","Автомат","Бензин, 4.6 л","Ізмаїл","Вперше на AUTO.RIA","Доступний кредит","Продам доглянутий лімузин. У дуже хорошому стані. Можливий обмін на легковий автомобіль.
Всі подробиці під час розмови по телефону.","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_audi_a4_34744722.html","https://cdn2.riastatic.com/photosnew/auto/photo/_a4__563481547fx.jpg","Перевірений VIN","AI 5886 IC","Audi A4 2005","B7/8E  •  2.5 TDI AT (163 к.с.)  •  S-Line","6 500 $","· 287 885 грн","280 тис. км","Автомат","Дизель, 2.5 л","Васильків","Вперше на AUTO.RIA","Доступний кредит","Продам надійну машину.Вкладень не потребує.Авто сів поїхав.Кожного дня на ходу
Перестав світитися дисплей приборної панелі
Панель купив нову потрібно прошити до ключа
Є нові тормозні колодки
З мінусів провис потолок після хімчистки(є другий під перетяжку)
Потрібно замінити ремкомплект скло підйомника водійської двері
Комплект літньої резини в подарунок","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_peugeot_206_34925567.html","https://cdn0.riastatic.com/photosnew/auto/photo/_206__507436605fx.jpg","Перевірений VIN","AT 2206 HB","Peugeot 206 2000","I покоління  •  3d 2.0 HDI MT (90 к.с)  •  Base","3 000 $","· 132 870 грн","300 тис. км","Ручна / Механіка","Дизель, 2 л","Івано-Франківськ","Доступний кредит","","Авто на ходу в експлуатації кожного дня","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_seat_toledo_34925674.html","https://cdn0.riastatic.com/photosnew/auto/photo/_toledo__507437725fx.jpg","Перевірений VIN","BO 1416 EH","SEAT Toledo 2006","III покоління (FL)/5P  •  2.0D MT (170 к.с.)  •  Base","6 000 $","· 265 740 грн","272 тис. км","Ручна / Механіка","Дизель, 2 л","Підволочиськ","Вперше на AUTO.RIA","Доступний кредит","Продається Seat Toledo 2006 2.0 турбо дизель, рік тому пригнана з Польщі, по Україні їздила 4 місяці, зберігалась в гаражі, дуже гарний стан, нова зимова резина, дуже хороша комплектація, витрата палива 5,5л/100км, можливий торг, всі питання за телефоном!","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2106_34744850.html","https://cdn0.riastatic.com/photosnew/auto/photo/_2106__502917485fx.jpg","Перевірений VIN","BK 7798 BT","ВАЗ / Lada 2106 1999","","1 000 $","· 44 290 грн","900 тис. км","Ручна / Механіка","Газ/Бензин, 1.3 л","Рівне (Рівненська)","Вперше на AUTO.RIA","Торг","Продам ваз 2106 гарному стані газ/бензин газ вписаний працює як на газу так і на бензині все працює пишіть дзвоніть кого цікавить деталі за телефоном","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_21099_35107384.html","https://cdn0.riastatic.com/photosnew/auto/photo/_21099__512225520fx.jpg","","020-44 TC","ВАЗ / Lada 21099 1995","I покоління/Спутник  •  1.5 MT (70 к.с.)","620 $","· 27 460 грн","272 тис. км","Ручна / Механіка","Бензин, 1.5 л","Волочиськ","Торг","","авто потребує по бажанню ремонту ходової,частково підварки днища,і косметика побажанню ,авто кожного дня на ходу","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_geely_mr_34744877.html","https://cdn2.riastatic.com/photosnew/auto/photo/_mr__502918147fx.jpg","","CE 6990 AK","Geely MR 2008","","2 100 $","· 93 009 грн","83 тис. км","Ручна / Механіка","Бензин, 1.5 л","Новоселиця (Чернівецька)","Доступний кредит","Торг","","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_skoda_octavia_34744645.html","https://cdn1.riastatic.com/photosnew/auto/photo/_octavia__502914266fx.jpg","Перевірений VIN","BA 1875 EH","Skoda Octavia 2008","II покоління/A5  •  1.9D АT (105 к.с.)","5 700 $","· 252 453 грн","250 тис. км","Ручна / Механіка","Дизель, 1.9 л","Кропивницький (Кіровоград)","Вперше на AUTO.RIA","Доступний кредит","Авто потрібна косметика, технічно все працює,економне і не дороге в обслуговувані авто,офіційна не пригнана 250 тис. пробігу","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_mercedes-benz_vito_34394233.html","https://cdn4.riastatic.com/photosnew/auto/photo/_vito__493707649fx.jpg","Перевірений VIN","AI 9458 EA","Mercedes-Benz Vito 2006","W639  •  111 CDI MT (109 к.с.)","7 500 $","· 332 175 грн","377 тис. км","Не вказано","Дизель, 2.1 л","Біла Церква","Вперше на AUTO.RIA","Доступний кредит","Продам свій мерсед на впевненому ходу.їздить кожен день,перероблений на пасажира,сидіння знімаються,є в наявності.по мотору і коробці проблем не має,є нюанси по кузову.","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2105_34219206.html","https://cdn4.riastatic.com/photosnew/auto/photo/_2105__489235554fx.jpg","Перевірений VIN","BI 8050 BO","ВАЗ / Lada 2105 1981","","1 200 $","· 53 148 грн","150 тис. км","Ручна / Механіка","Газ/Бензин, 1.2 л","Кременчук","Торг","","Продам ваз 2105 81г.в дв.1500 5ст-кпп в хорошем состоянии газ-бензин вписан музыка эл. стёк. ц.з кузов новый резина зима в ходу очень мягкая все вопросы по тел.Возможен торг","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_hyundai_elantra_34744717.html","https://cdn1.riastatic.com/photosnew/auto/photo/_elantra__502903871fx.jpg","Перевірений VIN","BH 4518 CB","Hyundai Elantra 1995","I покоління (FL)  •  1.6 i.e. МТ (114 к.с)  •  Base","1 400 $","· 62 006 грн","656 тис. км","Ручна / Механіка","Бензин, 1.6 л","Одеса","Вперше на AUTO.RIA","","Двигатель, КП и ходовая в норме. Все остальные вопросы по телефону","20 хвилин тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_chevrolet_cruze_34401582.html","https://cdn3.riastatic.com/photosnew/auto/photo/_cruze__493899458fx.jpg","Перевірений VIN","","Chevrolet Cruze 2010","II покоління  •  1.6 MT (124 к.с.)  •  Base","6 500 $","· 287 885 грн","222 тис. км","Ручна / Механіка","Газ/Бензин, 1.6 л","Черкаси","Доступний кредит","","Продам  Chevrolet Cruze.  
Гаражне збрігання,  
КПП Механічна (найкраща для цього авто). Двигун працюе добре як на бензині так і на газу.
 4 склопідіймача, Кондиціонер працює на відмінно. Диски R 16, Мультикермо. 
 Хороше газове обладнання BRC.
  ГБО  вписано в техпаспорт.
Новий акумулятор.
Перша реєстрація українська  . 
Реальный пробіг.
Пыдігрів дзеркал, ABS, 4 склопііймача, 
Оцинкований кузов","20 хвилин тому","","",""
"https://auto.ria.com/uk/auto_fiat_croma_34058192.html","https://cdn1.riastatic.com/photosnew/auto/photo/_croma__485149256fx.jpg","Перевірений VIN","539-72 AH","Fiat Croma 1988","","2 000 $","· 88 580 грн","500 тис. км","Ручна / Механіка","Газ/Бензин, 2 л","Кривий Ріг","Доступний кредит","Торг","мотор зроблений, кузов автомобіля поварений,ходова зроблена.","20 хвилин тому","Обмін","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_daewoo_lanos_34177847.html","https://cdn0.riastatic.com/photosnew/auto/photo/_lanos__488187625fx.jpg","Перевірений VIN","AC 3157 EH","Daewoo Lanos 2002","I покоління  •  1.5 MT (86 к.с.)  •  TF69Y1-28","2 250 $","· 99 653 грн","190 тис. км","Ручна / Механіка","Газ/Бензин, 1.5 л","Любомль","Доступний кредит","Торг","Ланос 1.5  на газу!(Працює відмінно)
Працює та їде добре, замінені всі розхідники, такі як фільтри, олія, новий комплет ГРМ, а також нові шруси, опорні подушки та всі сайленблоки передньої та задньої підвіски, також наконечники та кульові опори. Була заміна прокладки ГБЦ. БЕЗ жодної КОРОЗІЇ є лише маленькі сколи та незначна корозія на капоті та подряпини(оброблена антикором)! СИГНАЛІЗАЦІЯ (іммобілайзер)Нова резина,пробіг 195т","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_vaz-lada_2104_34229886.html","https://cdn2.riastatic.com/photosnew/auto/photo/_2104__489526267fx.jpg","","AC 7491 AC","ВАЗ / Lada 2104 2005","I покоління (FL)","2 000 $","· 88 580 грн","66 тис. км","Ручна / Механіка","Бензин, 1.5 л","Ратне","Доступний кредит","Торг","Один власник. Машина у доброму стані збереженаінки на вайбер телеграм","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_nissan_qashqai-2_33384708.html","https://cdn1.riastatic.com/photosnew/auto/photo/_qashqai-2__468491401fx.jpg","Перевірений VIN","AC 6554 EO","Nissan Qashqai+2 2010","I покоління","10 000 $","· 442 900 грн","198 тис. км","Ручна / Механіка","Дизель, 1.5 л","Маневичі","Доступний кредит","Торг","Машинка в дуже хорошому стані. Мотор і коробка в ідеальному стані. Заводиться як на холодну так і на гарячу з півоберта. По ходовій частині нічого робити не потрібно. Масла і фільтра мінялись вчасно. В авто було замінено передні салінблоки та правий кулак. По Україні їздили дуже мало. Автомобілем будете задоволені.","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_citroen_c5_32810490.html","https://cdn1.riastatic.com/photosnew/auto/photo/_c5__454370581fx.jpg","Перевірений VIN","","Citroen C5 2011","II покоління  •  1.6 HDi MT (110 к.с.)  •  Base","8 000 $","· 354 320 грн","230 тис. км","Автомат","Дизель, 1.6 л","Київ","Готовий до перевірок","Доступний кредит","Дуже зручна та якісна машина з усім необхідним для комфортного пересування. Кузов універсал, місткий багажник, кришка з електроприводом. За 3 роки експлуатації лише планові ремонти. Двигун 1,6 невибагливий до палива. Якість збірки, простір салону, витрати палива, динаміка, керованість. Рекомендую! Прошу зв'язок тримати через-Telegram.WhatsApp,Viber","20 хвилин тому","Торг","",""
"https://auto.ria.com/uk/auto_vaz-lada_2101_33348776.html","https://cdn4.riastatic.com/photosnew/auto/photo/_2101__467572749fx.jpg","","094-20 TC","ВАЗ / Lada 2101 1978","I покоління","3 200 $","· 141 728 грн","64 тис. км","Ручна / Механіка","Бензин, 1.3 л","Львів (Львівська)","Доступний кредит","Торг","ВАЗ 21011. Оригінальне колекційне авто 1978 року! Для колекціонерів, поціновувачів ретро-машин та для участі у виставках закордоном! Колір - оливковий! Придбане з салону, постійно перебувало в одного власника. 44 роки в сухому гаражі. Всі технічні огляди та заміни розхідних матеріалів виконувалися сумлінно! Авто на ходу! Оновлено лише бензонасос, фільтри, мастила, проводи розподільника запалювання та свічі. Оригінальний шкіряний салон весь час був захищений чохлами. Машина унікальна в своїй серії, роках та кольорі! Маю надію, що авто буде збережене, можливо в колекції!","20 хвилин тому","Обмін","",""
"https://auto.ria.com/uk/auto_skoda_octavia_33183937.html","https://cdn4.riastatic.com/photosnew/auto/photo/_octavia__463618404fx.jpg","Перевірений VIN","AO 6780 CE","Skoda Octavia 2010","","6 850 $","· 303 387 грн","220 тис. км","Ручна / Механіка","Бензин, 1.2 л","Мукачево","Доступний кредит","","Авто в нормальному стані,е невеликі царапини обслвговуеться в Офіційного диллера Skoda е сервісна книга
,передня права сторона була вдарена,мотор робить тихо,коробка внормі,ходова внормі,масло машина небере.можливий торг або обмін","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_mercedes-benz_vito_33204478.html","https://cdn4.riastatic.com/photosnew/auto/photo/_vito__631416064fx.jpg","Перевірений VIN","AT 0744 HH","Mercedes-Benz Vito 2005","W639","7 900 $","· 349 891 грн","356 тис. км","Автомат","Дизель, 2.2 л","Івано-Франківськ","Доступний кредит","Обмін","Авто в хорошому стані,є нюанси по кузові на задній арці, на даний момент автомобіль в Чехії, більш детальна інформація по телефону Viber  Віталій","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_dodge_durango_33346630.html","https://cdn3.riastatic.com/photosnew/auto/photo/_durango__467524468fx.jpg","Перевірений VIN","AI 0379 MX","Dodge Durango 2016","","35 000 $","· 1 550 150 грн","101 тис. км","Автомат","Бензин, 5.7 л","Київ","Вперше на AUTO.RIA","Доступний кредит","","20 хвилин тому","","Тільки на AUTO.RIA","Був в ДТП"
"https://auto.ria.com/uk/auto_lincoln_town-car_32911607.html","https://cdn3.riastatic.com/photosnew/auto/photo/_town-car__456839813fx.jpg","Перевірений VIN","","Lincoln Town Car 2005","III покоління (FL)","15 147 $","· 670 851 грн","173 тис. км","Автомат","Бензин, 4.6 л","Миколаїв (Миколаївська)","Доступний кредит","Торг","Машина обслуговувала Посла у Вашингтоні. З часом він її викупив. Привіз та продав. По Україні пройшла 1073ml. Витяги з бази США додається(5 сторінок)- не бита!  Замінено: масло у двигуні, фільтр, тормозні передні колодки.На обмін - 16000$
  Можливий обмін на Shevrolet  VOLT  2  PREMIER или TOYOTA PRIUS 
 V (7 мест, hybrid + газ),  випуску з 2016 року","20 хвилин тому","","",""
"https://auto.ria.com/uk/auto_vaz-lada_2110_32794538.html","https://cdn2.riastatic.com/photosnew/auto/photo/_2110__563046862fx.jpg","Перевірений VIN","CA 3221 IK","ВАЗ / Lada 2110 2006","I поколiння (FL)","3 030 $","· 134 199 грн","240 тис. км","Ручна / Механіка","Бензин, 1.6 л","Черкаси","Доступний кредит","","в доброму стані, по докам порядок, не фарбована, двигун не роблений і не потребує ремонту. газу не було.","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_chevrolet_captiva_32511031.html","https://cdn3.riastatic.com/photosnew/auto/photo/_captiva__447458833fx.jpg","Перевірений VIN","AA 5466 XH","Chevrolet Captiva 2013","I покоління (2nd FL)","11 500 $","· 509 335 грн","196 тис. км","Автомат","Дизель, 2.2 л","Київ","Готовий до перевірок","Торг","Машина купувалась на Укравто. масла фільтра мінялись своєчасно. Паливна система, ходова, двигун в ідеальному стані. На ходу. З приводу обтяження: обтяження знято є документ з банку, машина знімається з обліку! Коробка передач після капітального ремонту (гарантія пів року без обмеження пробігу)","20 хвилин тому","","Тільки на AUTO.RIA",""
"https://auto.ria.com/uk/auto_audi_a6_32727571.html","https://cdn4.riastatic.com/photosnew/auto/photo/_a6__524586979fx.jpg","Перевірений VIN","","Audi A6 2018","C8","39 500 $","· 1 749 455 грн","179 тис. км","Автомат","Дизель, 3 л","Ужгород","Доступний кредит","Торг","Чудовий автомобіль для поціновувачів: комфорту, затишку, швидкості та зручності! Все рідне, їде шикарно, всі фільтри та масло замінене, для сім‘ї максимально зручна. Великий багажник, багато місця в салоні. Як сідаєш за кермо, то розумієш на кільки вона прекрасна та м‘ягенька. 

3.0 TDI Quattro 50! Максимальний мотор + це дизель/гибрид! 

Обслуговується на офіціалі! Також наявне повне каско на автомобіль!

Прекрасний автомобіль, тут більше нема шо казати.","20 хвилин тому","Обмін","",""
"https://auto.ria.com/uk/auto_chevrolet_hhr_32257570.html","https://cdn4.riastatic.com/photosnew/auto/photo/_hhr__605010809fx.jpg","Перевірений VIN","KA 0575 CX","Chevrolet HHR 2007","I покоління  •  2.4i MT (175 к.с.)  •  Base","7 500 $","· 332 175 грн","244 тис. км","Ручна / Механіка","Бензин, 2.4 л","Київ","Готовий до перевірок","Доступний кредит","Авто зі своєю харизмою для душі в гарному стані. Ексклюзивне авто буде в нагоді для тих, хто часто їздить на зустрічі з вибагливими клієнтами, але не має можливості придбати щось елітне. Початківці адвокати, ріелтори та інші схожі спеціалісти, це авто саме для вас. В такому кольорі в Київській області в єдиному екземплярі. Повністю робоче. Коврики Eva. ГРМ - цепний з величезним ресурсом. Нові шарові опори, стойки стабілізатора, сайлентблоки переднього ричага, привідний ремінь, гальмівні диски, колодки та блок керування дзеркалами. Є комплект залізних дисків. Хто купить, не пошкодує. Якщо зацікавились, телефонуйте, можливий хороший торг для хорошої людини. Продаж не терміновий, а вимушений і як тільки проблема вирішиться, авто буде знято з продажу. Тож, якщо ви хочете цей ексклюзивний авто, поспішіть, щоб не втратити шанс.
Новий акумулятор. ОСЦПВ з 3.01.2026р","20 хвилин тому","Торг","Тільки на AUTO.RIA",""
